bedrooms,bathrooms,area,lot_area,tax_value,year_built,fips
4.0,2.0,2106.0,7322.0,437660.0,1952.0,6037.0
4.0,2.0,1205.0,5593.0,189638.0,1955.0,6037.0
4.0,3.0,2428.0,6120.0,598255.0,1998.0,6059.0
3.0,2.0,2636.0,9461.0,128798.0,1929.0,6037.0
4.0,2.0,1671.0,7999.0,124027.0,1972.0,6059.0
5.0,3.0,2672.0,23196.0,790577.0,1997.0,6037.0
2.0,1.0,1062.0,5549.0,159548.0,1932.0,6037.0
3.0,3.0,2266.0,7898.0,551738.0,1978.0,6037.0
3.0,1.0,1411.0,7048.0,209112.0,1950.0,6037.0
3.0,1.0,1124.0,3479.0,38034.0,1924.0,6037.0
3.0,1.0,2648.0,8928.0,886549.0,1905.0,6037.0
4.0,4.0,3101.0,15809.0,819362.0,1996.0,6111.0
3.0,2.0,1368.0,5747.0,215207.0,1965.0,6037.0
5.0,4.0,2148.0,6500.0,242112.0,1959.0,6059.0
4.0,2.0,2067.0,5500.0,390633.0,1948.0,6037.0
4.0,1.5,1254.0,880.0,152385.0,1963.0,6059.0
4.0,4.0,2144.0,7402.0,364273.0,1935.0,6037.0
3.0,1.0,1320.0,6389.0,194042.0,1911.0,6037.0
4.0,2.0,2196.0,4768.0,490679.0,1956.0,6037.0
4.0,3.0,2175.0,7357.0,178821.0,1990.0,6037.0
4.0,2.0,1604.0,4807.0,277416.0,1964.0,6037.0
4.0,2.5,2494.0,8149.0,379174.0,1979.0,6111.0
3.0,2.0,1092.0,39601.0,190000.0,1999.0,6037.0
5.0,3.0,2509.0,13128.0,166609.0,1969.0,6037.0
4.0,2.5,1812.0,3600.0,382354.0,1989.0,6059.0
5.0,2.0,2078.0,5258.0,572000.0,1966.0,6037.0
3.0,2.0,1989.0,8405.0,540000.0,1957.0,6037.0
4.0,3.0,2300.0,11545.0,194342.0,1964.0,6037.0
2.0,1.5,1245.0,1890.0,230770.0,1978.0,6059.0
3.0,2.0,1577.0,11688.0,456861.0,1961.0,6037.0
3.0,2.0,1737.0,5000.0,328779.0,1994.0,6037.0
3.0,2.5,1672.0,5150.0,698000.0,1993.0,6059.0
3.0,3.0,2907.0,6325.0,541879.0,1994.0,6059.0
4.0,2.0,1282.0,6160.0,405000.0,1949.0,6037.0
3.0,2.0,1193.0,4801.0,231200.0,1929.0,6037.0
3.0,2.0,1803.0,5174.0,243335.0,1961.0,6037.0
2.0,2.0,1227.0,18579.0,265237.0,1941.0,6037.0
3.0,2.0,1550.0,12728.0,148154.0,1962.0,6037.0
4.0,2.0,2111.0,9512.0,93569.0,1958.0,6059.0
3.0,3.0,2033.0,8972.0,301927.0,1966.0,6037.0
3.0,2.0,1344.0,8565.0,400488.0,1960.0,6037.0
3.0,2.0,1237.0,7400.0,232507.0,1958.0,6059.0
4.0,2.0,2110.0,11166.0,455484.0,1965.0,6037.0
2.0,1.0,927.0,1750.0,421951.0,1924.0,6037.0
3.0,2.0,1241.0,7001.0,247350.0,1979.0,6111.0
2.0,1.0,881.0,6639.0,138507.0,1947.0,6037.0
4.0,3.0,3077.0,13866.0,356002.0,1961.0,6037.0
3.0,2.0,1766.0,7073.0,313719.0,1929.0,6037.0
4.0,2.0,1626.0,6898.0,166955.0,1979.0,6037.0
3.0,2.0,1832.0,7514.0,472000.0,1953.0,6037.0
3.0,3.0,1227.0,5500.0,525600.0,1956.0,6037.0
5.0,3.5,2164.0,7996.0,156028.0,1966.0,6059.0
3.0,2.0,1360.0,7000.0,239020.0,1967.0,6059.0
3.0,2.0,1288.0,8200.0,58386.0,1961.0,6111.0
3.0,1.0,1280.0,6700.0,331783.0,1948.0,6059.0
4.0,3.0,2234.0,7000.0,360722.0,1959.0,6059.0
3.0,2.0,1843.0,8050.0,616251.0,1969.0,6059.0
3.0,2.0,1388.0,6002.0,340018.0,1950.0,6037.0
3.0,2.0,1680.0,12230.0,75135.0,1935.0,6037.0
2.0,1.0,1024.0,6853.0,40543.0,1949.0,6037.0
4.0,2.0,1644.0,8183.0,273807.0,1956.0,6059.0
4.0,2.5,2441.0,6039.0,820322.0,1965.0,6059.0
3.0,2.0,1560.0,7210.0,274820.0,1963.0,6059.0
2.0,1.0,905.0,4766.0,772000.0,1950.0,6037.0
4.0,3.0,2581.0,6716.0,270200.0,1994.0,6037.0
3.0,2.0,1490.0,5398.0,321442.0,1948.0,6037.0
3.0,3.0,3314.0,38857.0,894761.0,1953.0,6037.0
3.0,2.0,2161.0,9100.0,255608.0,1964.0,6111.0
2.0,2.0,913.0,2455.0,251000.0,1987.0,6037.0
3.0,2.0,1232.0,10000.0,546000.0,1960.0,6111.0
3.0,2.0,1442.0,5565.0,360367.0,1950.0,6037.0
4.0,2.5,2000.0,8619.0,169490.0,1964.0,6111.0
3.0,2.0,1261.0,6881.0,62498.0,1959.0,6037.0
4.0,2.0,1257.0,6557.0,73815.0,1955.0,6037.0
5.0,3.0,2383.0,4937.0,182320.0,1929.0,6037.0
3.0,2.0,1104.0,11034.0,229563.0,1954.0,6037.0
2.0,1.0,1014.0,6102.0,255776.0,1949.0,6037.0
4.0,2.5,1914.0,3250.0,680217.0,1993.0,6059.0
4.0,3.0,1916.0,1906.0,539210.0,2014.0,6059.0
3.0,1.0,1106.0,5659.0,85490.0,1955.0,6037.0
4.0,3.0,2211.0,15000.0,420684.0,1977.0,6059.0
4.0,2.0,1502.0,7881.0,78858.0,1962.0,6037.0
3.0,2.0,1557.0,9527.0,295814.0,1958.0,6037.0
4.0,2.0,1580.0,5953.0,416666.0,1949.0,6037.0
2.0,1.0,788.0,3286.0,314726.0,1924.0,6037.0
3.0,2.0,1323.0,6120.0,399445.0,1949.0,6037.0
3.0,2.0,1760.0,27546.0,244249.0,1984.0,6037.0
4.0,2.0,2084.0,12100.0,310268.0,1970.0,6059.0
4.0,2.0,2353.0,7394.0,263861.0,1955.0,6037.0
4.0,3.0,2145.0,5194.0,753000.0,2000.0,6059.0
3.0,2.5,2023.0,2846.0,488000.0,2001.0,6111.0
3.0,2.0,1699.0,6250.0,580000.0,1953.0,6037.0
3.0,2.0,1255.0,9810.0,368123.0,1969.0,6111.0
4.0,2.5,1904.0,6207.0,308726.0,1977.0,6059.0
3.0,1.0,1214.0,5000.0,258358.0,1955.0,6037.0
3.0,1.0,1109.0,8082.0,367613.0,1939.0,6037.0
3.0,3.0,2387.0,35647.0,676150.0,1950.0,6037.0
2.0,2.0,1279.0,3478.0,210004.0,1984.0,6059.0
3.0,2.0,2162.0,8103.0,457422.0,1953.0,6037.0
4.0,2.5,2898.0,6490.0,801367.0,1994.0,6059.0
2.0,1.0,838.0,3562.0,231600.0,1955.0,6037.0
3.0,1.0,1104.0,5501.0,33503.0,1953.0,6037.0
2.0,1.0,798.0,4057.0,288265.0,1940.0,6037.0
2.0,1.0,940.0,6603.0,230825.0,1942.0,6037.0
4.0,2.0,1695.0,8512.0,303453.0,1954.0,6037.0
3.0,4.0,2511.0,9176.0,193801.0,1942.0,6037.0
4.0,3.0,1641.0,6831.0,294028.0,1958.0,6037.0
4.0,2.0,1678.0,7493.0,52142.0,1949.0,6037.0
3.0,2.0,1304.0,4704.0,497472.0,1967.0,6059.0
3.0,2.0,1389.0,6166.0,77103.0,1964.0,6037.0
4.0,3.0,1650.0,5495.0,400590.0,1941.0,6037.0
3.0,3.0,1171.0,7000.0,268259.0,1928.0,6111.0
4.0,1.0,1240.0,6600.0,371870.0,1945.0,6037.0
4.0,3.0,2174.0,5900.0,877000.0,1966.0,6059.0
3.0,2.0,1193.0,5750.0,226331.0,1947.0,6037.0
3.0,1.0,1014.0,6221.0,287502.0,1949.0,6037.0
2.0,1.0,924.0,3212.0,187389.0,1922.0,6037.0
3.0,2.0,1848.0,5912.0,361806.0,1953.0,6037.0
4.0,2.5,2528.0,4633.0,400574.0,1989.0,6111.0
4.0,2.0,2391.0,9951.0,537754.0,1977.0,6037.0
3.0,1.0,1172.0,5346.0,453000.0,1956.0,6037.0
4.0,4.0,1968.0,22267.0,769000.0,1949.0,6037.0
4.0,3.0,2003.0,7200.0,80842.0,1954.0,6059.0
4.0,2.0,1225.0,6046.0,313852.0,1954.0,6037.0
2.0,1.0,730.0,2586.0,114569.0,1954.0,6037.0
3.0,2.0,1136.0,3793.0,160506.0,1973.0,6037.0
3.0,3.0,2306.0,6516.0,779667.0,1957.0,6037.0
4.0,3.0,2020.0,6361.0,352878.0,1995.0,6111.0
3.0,3.0,1985.0,8728.0,350589.0,1940.0,6037.0
2.0,1.0,944.0,4773.0,248916.0,1924.0,6037.0
3.0,1.0,1389.0,7380.0,50782.0,1950.0,6059.0
3.0,2.0,1282.0,8146.0,461000.0,1951.0,6037.0
2.0,2.0,1550.0,8112.0,229145.0,1951.0,6037.0
3.0,3.0,1968.0,7491.0,523101.0,1950.0,6037.0
2.0,1.5,1191.0,3300.0,218260.0,1987.0,6059.0
3.0,1.0,1050.0,5780.0,227177.0,1954.0,6037.0
3.0,2.0,1566.0,4301.0,232987.0,1973.0,6037.0
3.0,2.0,1297.0,7582.0,413177.0,1963.0,6037.0
3.0,2.0,1077.0,45054.0,119044.0,1986.0,6037.0
4.0,2.0,1930.0,7000.0,81403.0,1965.0,6059.0
3.0,2.0,1392.0,5361.0,254040.0,1951.0,6037.0
4.0,3.0,2554.0,13463.0,416173.0,1961.0,6037.0
3.0,2.0,1434.0,8905.0,154389.0,1964.0,6111.0
3.0,2.0,1046.0,6534.0,64932.0,1957.0,6037.0
4.0,3.0,2008.0,26028.0,326429.0,1979.0,6037.0
4.0,2.5,2540.0,10800.0,761037.0,1968.0,6059.0
4.0,3.0,2372.0,12094.0,258854.0,1959.0,6037.0
3.0,2.0,1459.0,7445.0,512488.0,1982.0,6111.0
4.0,2.5,2116.0,7272.0,107275.0,1964.0,6059.0
3.0,2.0,1392.0,6023.0,306190.0,1963.0,6037.0
2.0,2.0,1623.0,8534.0,230554.0,1955.0,6037.0
4.0,2.0,1988.0,5820.0,187026.0,1968.0,6059.0
3.0,2.0,1679.0,7147.0,479207.0,2004.0,6037.0
4.0,2.0,1620.0,11300.0,411253.0,1964.0,6037.0
3.0,2.0,1217.0,7726.0,480000.0,1958.0,6059.0
3.0,2.0,1822.0,11014.0,323061.0,1939.0,6037.0
3.0,2.0,1612.0,5429.0,82797.0,1968.0,6037.0
4.0,2.5,2418.0,8200.0,359106.0,1965.0,6059.0
3.0,1.0,1063.0,6000.0,368327.0,1959.0,6059.0
3.0,1.0,1163.0,5211.0,58141.0,1946.0,6037.0
4.0,2.0,1215.0,6082.0,224016.0,1955.0,6037.0
4.0,2.0,1500.0,7965.0,355602.0,1956.0,6037.0
3.0,2.0,1618.0,6510.0,57365.0,1955.0,6059.0
3.0,3.0,2597.0,5631.0,586275.0,1948.0,6111.0
4.0,2.0,1841.0,6000.0,351493.0,1965.0,6059.0
3.0,2.0,1457.0,5450.0,69452.0,1971.0,6059.0
2.0,1.0,1304.0,6156.0,460472.0,1950.0,6037.0
3.0,2.0,1346.0,9911.0,220115.0,1965.0,6037.0
3.0,3.0,1665.0,11082.0,317778.0,1984.0,6037.0
3.0,1.0,1176.0,8586.0,114660.0,1947.0,6037.0
2.0,1.0,1271.0,5200.0,207146.0,1925.0,6037.0
2.0,2.0,1244.0,6090.0,406100.0,1952.0,6037.0
3.0,2.5,1530.0,5500.0,294001.0,1987.0,6111.0
4.0,2.0,1865.0,5633.0,148274.0,1963.0,6037.0
4.0,2.0,2185.0,8280.0,462650.0,1972.0,6059.0
4.0,2.5,2387.0,7560.0,538755.0,1969.0,6059.0
3.0,2.0,1670.0,7623.0,366700.0,1951.0,6037.0
2.0,2.0,1350.0,7200.0,637000.0,1994.0,6059.0
3.0,2.0,1675.0,6073.0,326668.0,1954.0,6037.0
4.0,2.0,1872.0,9230.0,784788.0,1973.0,6059.0
3.0,2.0,1394.0,5454.0,253293.0,1957.0,6037.0
2.0,1.0,1184.0,5847.0,403502.0,1952.0,6037.0
3.0,2.0,1943.0,6284.0,130070.0,1955.0,6037.0
3.0,2.0,1712.0,13544.0,372791.0,1963.0,6037.0
4.0,3.0,1812.0,5048.0,364176.0,1971.0,6037.0
3.0,1.0,924.0,7115.0,37774.0,1956.0,6037.0
4.0,2.0,1594.0,8400.0,89592.0,1970.0,6059.0
4.0,2.0,2061.0,9357.0,413511.0,1980.0,6037.0
2.0,1.0,1004.0,3653.0,248201.0,1925.0,6037.0
4.0,2.0,1540.0,4500.0,476008.0,1973.0,6059.0
2.0,2.0,1630.0,6029.0,712000.0,1940.0,6037.0
3.0,2.0,1004.0,7496.0,500000.0,1939.0,6037.0
3.0,1.5,1264.0,6448.0,466673.0,1959.0,6059.0
4.0,2.0,1480.0,11818.0,247821.0,1985.0,6037.0
3.0,1.0,1231.0,109359.0,83202.0,1937.0,6037.0
3.0,1.5,1096.0,7920.0,177158.0,1955.0,6059.0
4.0,3.0,3200.0,12150.0,323785.0,1950.0,6059.0
4.0,2.0,1582.0,7948.0,70225.0,1957.0,6037.0
2.0,2.0,2023.0,13860.0,372626.0,1951.0,6059.0
3.0,2.5,1748.0,9858.0,400955.0,1960.0,6059.0
4.0,2.0,1497.0,6000.0,59970.0,1962.0,6059.0
2.0,1.0,1070.0,6999.0,203650.0,1917.0,6037.0
3.0,1.0,1138.0,5496.0,467015.0,1951.0,6037.0
3.0,3.0,1655.0,5958.0,74098.0,1960.0,6037.0
4.0,2.5,1985.0,9500.0,556104.0,1964.0,6111.0
3.0,2.0,1096.0,7860.0,204988.0,1955.0,6059.0
4.0,2.5,1418.0,1576.0,285331.0,1965.0,6059.0
3.0,2.0,1432.0,6751.0,508492.0,1940.0,6037.0
4.0,2.0,1364.0,6888.0,204565.0,1955.0,6037.0
3.0,3.0,2350.0,20001.0,340746.0,1992.0,6037.0
4.0,3.0,2450.0,33136.0,476237.0,1994.0,6037.0
2.0,1.0,807.0,2450.0,176597.0,1947.0,6111.0
4.0,3.0,2000.0,7194.0,744644.0,1966.0,6059.0
3.0,2.0,1576.0,9098.0,240313.0,1956.0,6037.0
3.0,3.0,1841.0,11225.0,112621.0,1954.0,6037.0
4.0,3.0,2494.0,6866.0,241700.0,1990.0,6037.0
2.0,1.0,846.0,6751.0,115622.0,1939.0,6037.0
4.0,3.0,2746.0,12879.0,630637.0,1927.0,6037.0
2.0,2.0,1547.0,8390.0,90251.0,1952.0,6037.0
4.0,2.0,1652.0,7834.0,489518.0,1962.0,6059.0
3.0,2.0,1210.0,3850.0,311853.0,1987.0,6059.0
3.0,2.0,1290.0,6131.0,447299.0,1953.0,6037.0
3.0,1.0,1023.0,4160.0,85463.0,1963.0,6111.0
3.0,2.0,1584.0,7439.0,204866.0,1957.0,6037.0
4.0,3.0,2418.0,7484.0,90039.0,1968.0,6037.0
2.0,1.0,1128.0,6283.0,373375.0,1942.0,6037.0
4.0,4.0,3018.0,5757.0,164514.0,1958.0,6059.0
2.0,3.0,1348.0,8611.0,128880.0,1941.0,6037.0
3.0,2.5,1434.0,2109.0,72217.0,1969.0,6059.0
3.0,2.0,1306.0,5300.0,391149.0,1954.0,6037.0
4.0,2.0,1864.0,6939.0,224107.0,1924.0,6037.0
4.0,3.0,2279.0,7150.0,587831.0,1976.0,6059.0
4.0,2.0,1312.0,6741.0,300006.0,1962.0,6059.0
3.0,2.0,1210.0,5741.0,73108.0,1950.0,6037.0
4.0,3.0,2014.0,7332.0,333856.0,1987.0,6111.0
4.0,2.0,1378.0,7210.0,496534.0,1963.0,6059.0
2.0,2.0,1452.0,11873.0,496304.0,1922.0,6037.0
3.0,2.0,2267.0,10247.0,137081.0,1953.0,6037.0
3.0,1.0,924.0,6312.0,254386.0,1955.0,6037.0
3.0,2.0,1480.0,7112.0,197308.0,1966.0,6037.0
2.0,1.0,897.0,4977.0,175149.0,1939.0,6037.0
2.0,1.0,672.0,3865.0,122019.0,1925.0,6037.0
2.0,1.0,1190.0,6910.0,100534.0,1921.0,6059.0
3.0,2.0,1298.0,9774.0,149738.0,1985.0,6037.0
4.0,2.0,1437.0,7795.0,50896.0,1954.0,6037.0
3.0,2.0,1162.0,9855.0,279737.0,1959.0,6059.0
3.0,2.0,1307.0,7452.0,183521.0,1950.0,6059.0
3.0,2.0,1894.0,7350.0,404441.0,1962.0,6059.0
2.0,1.0,1038.0,6100.0,40272.0,1925.0,6111.0
2.0,1.0,712.0,2120.0,124139.0,1956.0,6037.0
3.0,2.0,1828.0,6488.0,325851.0,1977.0,6037.0
3.0,2.0,2069.0,40879.0,88179.0,1954.0,6037.0
3.0,2.0,1427.0,6240.0,81706.0,1959.0,6059.0
2.0,1.0,944.0,6655.0,483707.0,1954.0,6037.0
3.0,1.0,1052.0,5980.0,185160.0,1911.0,6037.0
4.0,2.5,1533.0,2650.0,293991.0,1972.0,6059.0
4.0,2.0,1826.0,7000.0,377967.0,1970.0,6111.0
3.0,2.0,1585.0,7700.0,291341.0,1975.0,6059.0
3.0,2.0,1554.0,7500.0,215929.0,1974.0,6111.0
4.0,2.0,2370.0,8105.0,773300.0,1920.0,6037.0
3.0,2.0,1434.0,5600.0,353537.0,1940.0,6037.0
4.0,3.0,2651.0,7200.0,908648.0,1977.0,6059.0
3.0,2.0,1922.0,7165.0,372520.0,1974.0,6059.0
5.0,2.0,1513.0,8098.0,302706.0,1940.0,6037.0
3.0,1.0,1135.0,8059.0,368130.0,1951.0,6037.0
4.0,2.0,1760.0,9432.0,450455.0,1958.0,6037.0
3.0,2.0,1217.0,6500.0,354720.0,1926.0,6059.0
3.0,2.0,1254.0,6299.0,203825.0,1955.0,6037.0
2.0,2.0,1527.0,1600.0,546019.0,1975.0,6059.0
3.0,2.0,1836.0,7700.0,225337.0,1976.0,6059.0
3.0,2.0,2201.0,7455.0,242892.0,2013.0,6037.0
3.0,2.0,1944.0,8500.0,544240.0,1953.0,6037.0
3.0,2.0,1014.0,6673.0,435127.0,1963.0,6059.0
3.0,1.0,1281.0,154202.0,96343.0,1962.0,6111.0
3.0,2.5,1955.0,2800.0,476489.0,1989.0,6059.0
5.0,4.0,2000.0,4006.0,273681.0,1976.0,6037.0
4.0,2.0,1525.0,8868.0,192795.0,1973.0,6037.0
3.0,3.0,1940.0,9200.0,777727.0,1972.0,6059.0
3.0,1.0,937.0,2520.0,238654.0,1913.0,6037.0
3.0,2.5,1781.0,4000.0,378038.0,1987.0,6059.0
3.0,1.0,1296.0,7794.0,175646.0,1956.0,6037.0
4.0,2.5,2184.0,7759.0,601190.0,1978.0,6111.0
4.0,2.0,1421.0,5007.0,262509.0,1987.0,6037.0
3.0,2.0,1870.0,5542.0,686354.0,1963.0,6037.0
3.0,2.0,1700.0,6982.0,214000.0,1989.0,6037.0
3.0,1.0,1019.0,5202.0,137187.0,1910.0,6037.0
4.0,2.5,2732.0,10091.0,397453.0,1968.0,6111.0
3.0,2.0,1446.0,5332.0,73872.0,1950.0,6037.0
3.0,2.0,1161.0,8414.0,208126.0,1986.0,6037.0
4.0,3.0,3008.0,7172.0,809391.0,2015.0,6111.0
4.0,2.0,1578.0,9671.0,186735.0,1948.0,6037.0
5.0,2.0,2364.0,7733.0,457585.0,1943.0,6037.0
2.0,1.0,741.0,2629.0,258000.0,1954.0,6037.0
4.0,2.0,1724.0,7547.0,456268.0,1963.0,6037.0
4.0,2.0,1406.0,5272.0,327483.0,1976.0,6111.0
4.0,2.0,1430.0,8608.0,475000.0,1962.0,6037.0
4.0,2.5,1834.0,3377.0,500281.0,1999.0,6111.0
3.0,2.0,1929.0,7893.0,168787.0,1953.0,6037.0
4.0,3.0,2856.0,24445.0,463877.0,1987.0,6037.0
3.0,2.0,1116.0,4061.0,228682.0,1927.0,6037.0
4.0,3.0,3143.0,10500.0,430837.0,1987.0,6111.0
3.0,2.0,1168.0,6418.0,254704.0,1957.0,6037.0
3.0,1.0,963.0,5989.0,275269.0,1953.0,6037.0
3.0,2.0,1632.0,6500.0,311548.0,1964.0,6111.0
3.0,2.0,1453.0,6099.0,400432.0,1956.0,6037.0
2.0,1.0,903.0,4876.0,359000.0,1949.0,6037.0
3.0,3.0,1807.0,15577.0,123896.0,1964.0,6037.0
3.0,2.0,1442.0,6592.0,275074.0,1954.0,6059.0
3.0,1.0,1600.0,6716.0,411256.0,1948.0,6037.0
4.0,4.0,2926.0,14767.0,648901.0,1965.0,6037.0
3.0,2.0,1044.0,5499.0,61455.0,1954.0,6037.0
4.0,2.5,2496.0,13320.0,437017.0,1968.0,6059.0
3.0,2.0,1366.0,13515.0,391987.0,1959.0,6111.0
3.0,2.0,2040.0,22112.0,423227.0,1964.0,6037.0
3.0,1.0,1027.0,7302.0,306000.0,1945.0,6037.0
2.0,1.0,1210.0,5373.0,207467.0,1913.0,6037.0
4.0,3.0,2701.0,5933.0,806181.0,2006.0,6059.0
4.0,2.0,1602.0,6200.0,452556.0,1962.0,6059.0
3.0,2.0,1254.0,6099.0,320131.0,1953.0,6037.0
2.0,2.0,1300.0,6480.0,68841.0,1959.0,6059.0
3.0,2.5,1828.0,5500.0,441336.0,1987.0,6059.0
4.0,2.0,1924.0,9939.0,750760.0,1977.0,6037.0
4.0,2.0,1452.0,6285.0,228022.0,1969.0,6037.0
2.0,1.0,978.0,11294.0,353536.0,1951.0,6037.0
4.0,3.0,2050.0,7061.0,265813.0,1978.0,6037.0
2.0,1.0,848.0,6086.0,220212.0,1950.0,6037.0
4.0,3.0,2220.0,14523.0,154040.0,1965.0,6037.0
4.0,2.0,2193.0,5863.0,68506.0,1952.0,6037.0
3.0,2.0,1780.0,9603.0,126542.0,1937.0,6037.0
3.0,2.0,1580.0,51836.0,750760.0,1971.0,6111.0
3.0,2.0,1670.0,7126.0,880740.0,1951.0,6037.0
5.0,3.0,2266.0,7981.0,146931.0,1963.0,6037.0
4.0,2.0,1630.0,6000.0,162610.0,1965.0,6059.0
5.0,2.0,2550.0,33165.0,505803.0,1934.0,6037.0
4.0,3.0,1932.0,7249.0,310733.0,1967.0,6059.0
3.0,2.0,1368.0,5999.0,416000.0,1953.0,6037.0
4.0,2.0,1232.0,86607.0,447733.0,1953.0,6037.0
3.0,1.0,1080.0,5750.0,405084.0,1962.0,6111.0
2.0,2.0,1366.0,5378.0,207815.0,1954.0,6037.0
2.0,1.0,1227.0,7031.0,83508.0,1948.0,6037.0
4.0,4.0,2740.0,6122.0,452831.0,1939.0,6037.0
3.0,1.0,1320.0,6275.0,182903.0,1909.0,6059.0
2.0,1.0,942.0,4242.0,116218.0,1972.0,6037.0
3.0,1.0,1056.0,7767.0,243762.0,1951.0,6037.0
4.0,4.0,2952.0,5753.0,809923.0,2000.0,6037.0
4.0,2.0,1716.0,6696.0,339114.0,1963.0,6037.0
4.0,2.0,2458.0,3633.0,156176.0,1972.0,6059.0
4.0,3.0,2117.0,7169.0,221477.0,1965.0,6059.0
3.0,2.0,1118.0,6731.0,365000.0,1940.0,6037.0
5.0,4.0,2724.0,8257.0,163288.0,1967.0,6037.0
3.0,2.0,1200.0,5314.0,388324.0,1956.0,6037.0
3.0,1.0,1225.0,5321.0,67259.0,1953.0,6037.0
3.0,2.0,2301.0,6941.0,424243.0,1950.0,6037.0
2.0,1.0,1287.0,9411.0,330938.0,1949.0,6037.0
3.0,3.0,2133.0,7366.0,230140.0,1950.0,6037.0
3.0,3.0,2822.0,22912.0,335300.0,2007.0,6037.0
4.0,3.0,2507.0,4500.0,688000.0,1984.0,6059.0
2.0,1.0,775.0,10717.0,201211.0,1950.0,6037.0
3.0,2.0,1348.0,9443.0,382731.0,1963.0,6059.0
3.0,2.0,1471.0,6729.0,128564.0,1972.0,6037.0
3.0,2.0,1260.0,6070.0,126000.0,1955.0,6037.0
3.0,1.0,1231.0,5709.0,332569.0,1944.0,6037.0
2.0,1.0,1344.0,4300.0,392543.0,1921.0,6037.0
3.0,2.0,1262.0,6544.0,188734.0,1953.0,6037.0
3.0,2.0,1296.0,6105.0,271595.0,1985.0,6111.0
3.0,2.0,1376.0,7500.0,271949.0,1956.0,6037.0
4.0,2.0,1691.0,7000.0,305090.0,1964.0,6111.0
3.0,1.0,1380.0,5400.0,59985.0,1953.0,6059.0
4.0,3.0,2150.0,18911.0,781741.0,1977.0,6111.0
4.0,2.0,1032.0,3360.0,196290.0,1925.0,6037.0
5.0,3.0,2971.0,8273.0,603333.0,1978.0,6111.0
3.0,2.0,1469.0,5078.0,237622.0,1954.0,6037.0
2.0,1.0,858.0,6006.0,54082.0,1923.0,6037.0
3.0,2.0,1472.0,6125.0,571614.0,1977.0,6059.0
3.0,2.5,2036.0,3259.0,384291.0,1999.0,6059.0
3.0,2.0,1262.0,3250.0,225384.0,2000.0,6037.0
3.0,2.0,1520.0,5101.0,319947.0,1970.0,6037.0
2.0,1.0,743.0,5958.0,197686.0,1946.0,6037.0
2.0,1.0,1412.0,12415.0,222671.0,1947.0,6037.0
2.0,1.0,908.0,7062.0,335032.0,1925.0,6059.0
2.0,1.0,1162.0,5500.0,188075.0,1914.0,6037.0
3.0,2.0,1876.0,7663.0,539015.0,1939.0,6037.0
3.0,2.0,1346.0,5399.0,108758.0,1979.0,6037.0
3.0,4.0,2186.0,6993.0,298548.0,1952.0,6037.0
2.0,2.0,1779.0,12060.0,489512.0,1977.0,6111.0
3.0,2.0,1260.0,5990.0,160390.0,1961.0,6037.0
4.0,2.0,1384.0,7200.0,531394.0,1955.0,6059.0
2.0,1.0,850.0,5104.0,185365.0,1945.0,6037.0
4.0,3.0,2824.0,6889.0,566336.0,1994.0,6111.0
3.0,2.0,2251.0,7275.0,336284.0,1923.0,6037.0
4.0,2.5,1980.0,3750.0,381846.0,2000.0,6059.0
